lsoa,hospitality_industry_share,shiftwork_industry_share
E01000480,0.04683544303797468,0.2291139240506329
E01000481,0.06702412868632708,0.306970509383378
E01000483,0.0625,0.34505208333333337
E01000484,0.0546448087431694,0.29508196721311475
E01000485,0.03862660944206009,0.31616595135908443
E01000486,0.0494148244473342,0.25617685305591675
E01000487,0.07238307349665925,0.2583518930957684
E01000488,0.07781649245063879,0.20441347270615562
E01000489,0.06839622641509434,0.21226415094339623
E01000490,0.05189620758483034,0.21157684630738524
E01000491,0.0759493670886076,0.19571567672833495
E01000492,0.06976744186046512,0.21550387596899223
E01000493,0.04755944931163955,0.19774718397997498
E01000494,0.08564231738035265,0.19269521410579346
E01000495,0.07462686567164178,0.2052238805970149
E01000497,0.07243460764587525,0.3098591549295775
E01000498,0.06602254428341385,0.40901771336553944
E01000499,0.08994708994708994,0.36243386243386244
E01000501,0.07276995305164319,0.31338028169014087
E01000502,0.06172839506172839,0.27983539094650206
E01000503,0.06781485468245425,0.2949407965554359
E01000504,0.0767590618336887,0.21002132196162046
E01000505,0.08744710860366714,0.2538787023977433
E01000506,0.11568123393316196,0.3354755784061697
E01000507,0.06860158311345646,0.2757255936675462
E01000508,0.06731813246471227,0.3561346362649294
E01000509,0.08417508417508418,0.2962962962962963
E01000510,0.09170305676855896,0.3071324599708879
E01000511,0.07356948228882834,0.3133514986376022
E01000512,0.0898876404494382,0.19725343320848937
E01000513,0.0392156862745098,0.3032679738562092
E01000514,0.048162230671736375,0.29404309252217997
E01000515,0.05454545454545454,0.2931818181818182
E01000516,0.07903494176372712,0.2670549084858569
E01000517,0.048239895697522815,0.2542372881355932
E01000518,0.05081081081081081,0.3005405405405405
E01000519,0.045263157894736845,0.26842105263157895
E01000520,0.043184885290148446,0.3184885290148448
E01000521,0.09771986970684039,0.36807817589576547
E01000522,0.05263157894736842,0.32894736842105265
E01000523,0.0625,0.3095703125
E01000524,0.06597549481621112,0.3477851083883129
E01000525,0.07529411764705882,0.2788235294117647
E01000526,0.059371362048894066,0.32828870779976715
E01000527,0.07162534435261708,0.3085399449035813
E01000528,0.04894179894179894,0.2857142857142857
E01000530,0.04973544973544974,0.19894179894179892
E01000531,0.07745664739884393,0.23815028901734103
E01000532,0.04332129963898917,0.19855595667870035
E01000533,0.08705114254624592,0.30467899891186073
E01000534,0.0719656283566058,0.2201933404940924
E01000535,0.058935361216730035,0.22718631178707227
E01000536,0.027247956403269755,0.223433242506812
E01000538,0.01859229747675963,0.2244355909694555
E01000539,0.02656042496679947,0.2350597609561753
E01000540,0.027247956403269755,0.20980926430517713
E01000541,0.052259887005649715,0.2923728813559322
E01000543,0.054292929292929296,0.273989898989899
E01000544,0.0759493670886076,0.2485615650172612
E01000545,0.10256410256410256,0.19183285849952514
E01000546,0.06378132118451026,0.1947608200455581
E01000547,0.060849598163030996,0.19288174512055106
E01000548,0.09788359788359788,0.19576719576719576
E01000549,0.05084745762711865,0.18911685994647637
E01000550,0.07642626480086114,0.2465016146393972
E01000551,0.06278366111951589,0.3252647503782148
E01000552,0.053208137715179966,0.29264475743348983
E01000553,0.1276794035414725,0.2572227399813607
E01000554,0.08618899273104881,0.25960539979231567
E01000555,0.08278580814717477,0.21550591327201052
E01000556,0.09472743521000894,0.35656836461126007
E01000557,0.11312700106723586,0.2582710779082177
E01000558,0.08023774145616643,0.20356612184249628
E01000559,0.061197916666666664,0.20833333333333331
E01000560,0.07242990654205607,0.16939252336448596
E01000561,0.06983805668016195,0.1902834008097166
E01000562,0.03247631935047361,0.2611637347767253
E01000563,0.06372549019607843,0.24264705882352944
E01000564,0.07810499359795134,0.2791293213828425
E01000565,0.050381679389312976,0.30992366412213745
E01000566,0.03964194373401535,0.2723785166240409
E01000567,0.06595092024539877,0.28680981595092025
E01000568,0.04302019315188762,0.1650570676031607
E01000569,0.05006765899864682,0.2408660351826793
E01000570,0.06135770234986945,0.360313315926893
E01000571,0.058758314855875834,0.3203991130820399
E01000572,0.030683403068340307,0.2524407252440725
E01000573,0.03414634146341464,0.2621951219512195
E01000574,0.04895104895104895,0.2972027972027972
E01000575,0.0750625521267723,0.30608840700583817
E01000576,0.06047966631908238,0.264859228362878
E01000577,0.07123534715960325,0.3056807935076645
E01000578,0.07046632124352331,0.26424870466321243
E01000579,0.04393063583815029,0.2138728323699422
E01000580,0.04771371769383698,0.1620278330019881
E01000581,0.04025974025974026,0.17012987012987013
E01000582,0.034594594594594595,0.16756756756756758
E01000583,0.063006300630063,0.17371737173717372
E01000584,0.07375,0.205
E01000585,0.03896103896103896,0.2101534828807556
E01000586,0.0736240171551108,0.2194424588992137
E01000587,0.05447941888619855,0.2699757869249395
E01000589,0.04806934594168637,0.2978723404255319
E01000590,0.042268041237113405,0.25051546391752577
E01000591,0.05023696682464455,0.29289099526066353
E01000592,0.05405405405405406,0.28482328482328484
E01000593,0.03940886699507389,0.27881773399014775
E01000594,0.06475583864118896,0.2653927813163482
E01000595,0.06201550387596899,0.3286821705426357
E01000596,0.07097791798107256,0.3454258675078864
E01000599,0.060794044665012405,0.30397022332506207
E01000601,0.06479481641468683,0.3282937365010799
E01000602,0.06294964028776978,0.4046762589928058
E01000603,0.07103825136612021,0.3770491803278688
E01000604,0.05373134328358209,0.3805970149253731
E01000605,0.03327495621716287,0.37828371278458844
E01000606,0.061843640606767794,0.3710618436406068
E01000607,0.07154742096505824,0.370216306156406
E01000608,0.07699037620297462,0.36045494313210846
E01000609,0.08630952380952381,0.3601190476190476
E01000610,0.06666666666666667,0.3929292929292929
E01000611,0.045317220543806644,0.3635448136958711
E01000612,0.07244655581947744,0.3646080760095012
E01000613,0.05910735826296743,0.31966224366706875
E01000615,0.09711684370257967,0.3095599393019727
E01000616,0.09133271202236719,0.3280521901211556
E01000617,0.07436570428696412,0.3193350831146107
E01000618,0.06403940886699508,0.33866995073891626
E01000619,0.04935064935064935,0.35064935064935066
E01000620,0.06159420289855073,0.3405797101449275
E01000621,0.06097560975609756,0.3647450110864745
E01000622,0.0636042402826855,0.3474676089517079
E01000623,0.045112781954887216,0.26530612244897955
E01000624,0.04744069912609238,0.2933832709113608
E01000625,0.041251778093883355,0.31152204836415365
E01000626,0.05279034690799397,0.30015082956259426
E01000627,0.07675438596491228,0.30372807017543857
E01000628,0.0646830530401035,0.3195342820181113
E01000629,0.05362776025236593,0.3186119873817035
E01000630,0.07720588235294118,0.3786764705882353
E01000631,0.051741293532338306,0.3681592039800995
