lsoa,rep_stop,n_stops
E01004208,WHITECHAPEL STN   / ROYAL LONDON HOSP,7
E01004209,BETHNAL GREEN STATION,5
E01004211,WILMOT STREET,2
E01004212,BETHNAL GREEN STATION,1
E01004216,PIER STREET,2
E01004217,ISLAND GARDENS STATION,10
E01004218,CHRIST CHURCH ISLE OF DOGS,4
E01004219,BAZELY STREET,12
E01004221,JACK DASH HOUSE,9
E01004222,OLD FORD ROAD,2
E01004223,OLD FORD ROAD,6
E01004226,USHER ROAD,3
E01004228,FORD ROAD,4
E01004229,COBORN ROAD,1
E01004230,ST BARNABAS CHURCH,5
E01004231,BOW ROAD STATION,1
E01004232,MILE END STATION / MILE END ROAD,7
E01004233,ALICE LANE,2
E01004234,ROMAN ROAD / GROVE ROAD,5
E01004235,BOW CHURCH,2
E01004236,GRACE STREET,4
E01004237,BOW CHURCH STATION,1
E01004239,DEVONS ROAD STATION,4
E01004241,ST PAULS WAY TRUST SCHOOL,3
E01004243,NUTMEG LANE,3
E01004244,CHRISP STREET MARKET / ALL SAINTS DLR,5
E01004245,EAST INDIA DOCK ROAD,1
E01004247,BAZELY STREET,3
E01004248,ST LEONARD'S WHARF,2
E01004249,LEVEN ROAD,11
E01004255,WESTFERRY STATION,4
E01004257,POPLAR RECREATION GROUND,2
E01004259,BETHNAL GREEN STATION,5
E01004260,BONNER STREET,2
E01004263,COLEBERT AVENUE,1
E01004266,PEEL GROVE,1
E01004267,BOW ROAD STATION,4
E01004270,MILE END STATION,9
E01004271,ACKROYD DRIVE,1
E01004272,BURGESS STREET,4
E01004274,HARBINGER SCHOOL / MASTHOUSE TER. PIER,2
E01004276,LANGBOURNE PLACE,3
E01004277,CANARY WHARF STATION,11
E01004280,SIR JOHN MCDOUGALL GARDENS,4
E01004281,TELEGRAPH PLACE,2
E01004283,JAMAICA STREET,2
E01004286,LIMEHOUSE STATION,1
E01004287,ST MARY'S & ST MICHAEL'S CHURCH,2
E01004289,STEPNEY METHODIST CHURCH,3
E01004290,STEPNEY GREEN STATION,3
E01004291,WAPPING HEALTH CENTRE,4
E01004293,TOWER OF LONDON,11
E01004296,TOBACCO DOCK,5
E01004297,WAPPING STATION,6
E01004298,ST MARY'S & ST MICHAEL'S CHURCH,3
E01004301,SHADWELL STATION,5
E01004303,FREE TRADE WHARF,7
E01004304,WATNEY MARKET,4
E01004305,EXMOUTH ESTATE,3
E01004307,BRUSHFIELD STREET,7
E01004308,OLD MONTAGUE STREET,1
E01004309,THE EAST LONDON MOSQUE,5
E01004310,ALDGATE EAST STATION,2
E01004311,HOXTON STATION,1
E01004313,BARNET GROVE,3
E01004319,COMMERCIAL ROAD,2
E01004321,NEW ROAD,4
E01004322,BOOTH MEMORIAL,3
E01004323,MUSBURY STREET,1
E01004326,WATNEY MARKET,1
E01004327,BUXTON SCHOOL,1
E01004328,HARROW GREEN,3
E01004329,BUXTON SCHOOL,4
E01004330,SELBY ROAD,1
E01004331,WANSTEAD FLATS,2
E01004332,JANSON ROAD,4
E01004334,LEYTONSTONE FIRE STATION,1
E01004335,BURGESS ROAD,4
E01004336,LEYTON STATION,5
E01004337,EDITH ROAD,2
E01004339,LEYTONSTONE HIGH ROAD STATION,1
E01004340,CATHALL LEISURE CENTRE,2
E01004341,LEYTONSTONE FIRE STATION,5
E01004342,WALTHAM FOREST TOWN HALL,6
E01004343,WADHAM ROAD,7
E01004344,WALTHAMSTOW / CROOKED BILLET ROUNDABOUT,6
E01004345,QUEENSWOOD AVENUE,2
E01004346,WALTHAMSTOW ACADEMY,1
E01004348,THORPE COOMBE HOSPITAL,8
E01004349,HAWKWOOD CRESCENT,9
E01004350,KINGS HEAD HILL / SEWARDSTONE ROAD,13
E01004351,,3
E01004352,STATION ROAD / CHINGFORD STATION,10
E01004353,VALANCE AVENUE,6
E01004354,STATION ROAD / THE GREEN,6
E01004356,RIDGEWAY PARK,9
E01004357,CHINGFORD POLICE STATION,2
E01004358,KINGS HEAD HILL,6
E01004359,BALGONIE ROAD,3
E01004360,COLVIN GARDENS,3
E01004361,CHINGFORD OLD CHURCH,2
E01004362,ESSEX ROAD SOUTH,7
E01004363,WHIPPS CROSS BUS STAND,11
E01004364,PETERBOROUGH ROAD,5
E01004365,LEYTON GREEN,6
E01004366,WHIPPS CROSS HOSPITAL / A & E,6
E01004368,THE SIDINGS,1
E01004369,VICARAGE ROAD,1
E01004370,LEYTON MIDLAND ROAD STATION,4
E01004371,HAMPTON ROAD,2
E01004373,GRANGE PARK ROAD,2
E01004374,CENTRAL AVENUE,5
E01004375,LEYTON LIBRARY,1
E01004376,LEYTON HIGH ROAD / LEYTON STATION,3
E01004377,SOUTHEND ROAD,9
E01004378,THORPE HALL ROAD,5
E01004379,HICKMAN AVENUE,2
E01004381,HIGHAMS PARK STATION,8
E01004383,WADHAM ROAD,3
E01004384,HATCH LANE,2
E01004385,MILL LANE,2
E01004386,CHINGFORD LANE,3
E01004387,SUNNYDENE AVENUE,2
E01004388,RICHMOND AVENUE,2
E01004389,SIMMONS LANE,5
E01004390,CHINGDALE ROAD,3
E01004391,BLACKHORSE ROAD STATION,4
E01004392,ST JAMES'S STREET STATION,11
E01004393,BLACKHORSE ROAD STATION,4
E01004394,WALTHAMSTOW MARKET,2
E01004395,RENSBURG ROAD,1
E01004396,KING EDWARD ROAD,2
E01004397,WALTHAMSTOW BUS STATION,14
E01004398,HIGHAM HILL ROAD,7
E01004399,TRINITY PARK,3
E01004400,HAIL & RIDE MILLFIELD AVENUE,5
E01004401,PRIESTLEY WAY,5
E01004403,NORTH COUNTESS ROAD,9
E01004404,ST ANDREWS ROAD,4
E01004406,GROSVENOR PARK ROAD,3
E01004407,WALTHAM FOREST TOWN HALL,2
E01004408,FOREST ROAD / BELL CORNER,2
E01004409,WALTHAMSTOW MARKET,5
E01004410,SHERNHALL STREET,4
E01004411,WALTHAMSTOW CENTRAL STATION,2
E01004413,MAPLETON ROAD,7
E01004414,BROOK CRESCENT,4
E01004415,GROVE ROAD,3
E01004416,EAST VIEW,2
E01004417,HALL LANE,2
E01004418,LEONARD ROAD,1
E01004419,WALTHAMSTOW STADIUM,4
E01004420,HIGH ROAD LEYTON / BAKERS ARMS,6
E01004421,ROCHDALE ROAD,2
E01004422,LEE VALLEY ICE CENTRE,7
E01004423,MANOR ROAD,3
E01004424,GLOUCESTER ROAD,4
E01004425,LEA BRIDGE ROAD,3
E01004426,CAPWORTH STREET,1
E01004427,EMMANUEL PARISH CHURCH,4
E01004428,VILLIERS CLOSE,2
E01004429,GRANGE PARK ROAD,1
E01004430,LEYTON STATION,11
E01004432,BRUNSWICK ROAD,1
E01004434,PARK ROAD,2
E01004435,OLIVER ROAD,4
E01004436,GAINSBOROUGH ROAD,2
E01004437,ELIM PENTECOSTAL CHURCH,6
E01004438,GREEN MAN ROUNDABOUT,8
E01004439,THE SIDINGS,1
E01004440,LEYTONSTONE STN  / GROVE GREEN ROAD,12
E01004443,QUEEN'S ROAD,1
E01004444,ST JAMES'S STREET STATION,6
E01004448,QUEEN'S ROAD,6
E01004449,ST SAVIOUR'S CHURCH,1
E01004450,HALL LANE / WALTHAM WAY,4
E01004451,ALPHA ROAD,1
E01004452,CHINGFORD MOUNT,7
E01004453,HALL LANE,6
E01004454,AINSLIE WOOD ROAD,2
E01004455,WALTHAMSTOW STADIUM,9
E01004457,LLOYD PARK / WILLIAM MORRIS GALLERY,2
E01004458,HIGHAM HILL ROAD,7
E01004460,BROMLEY ROAD,3
E01004462,JEWEL ROAD,1
E01004464,WOOD STREET STATION,7
E01004466,ADDISON ROAD,2
E01004467,WHIPPS CROSS / WOOD STREET,11
E01004468,WOODFORD NEW ROAD,10
E01004469,WOOD STREET,6
E01004470,WOODLANDS ROAD,3
E01004471,,1
E01004474,BALHAM NEW ROAD,3
E01004476,CLAPHAM SOUTH STATION,8
E01004477,BROOMWOOD ROAD,2
E01004478,,1
E01004479,OAK LODGE SCHOOL,4
E01004481,ST ANSELM'S CHURCH,3
E01004482,MONTANA ROAD,3
E01004483,FRANCISCAN ROAD,3
E01004484,BALHAM HEALTH CENTRE,1
E01004485,UPPER TOOTING PARK,2
E01004486,FONTENOY ROAD,4
E01004491,GROSVENOR WAY,2
E01004492,BURNTWOOD LANE,6
E01004493,HENRY PRINCE ESTATE,4
E01004494,SWAFFIELD ROAD,4
E01004495,EARLSFIELD ROAD,1
E01004496,EARLSFIELD STATION,5
E01004497,BURNTWOOD SCHOOL,2
E01004498,ISIS STREET,2
E01004499,GALVESTON ROAD,4
E01004500,LYTTON GROVE,3
E01004501,,3
E01004502,MERTON ROAD,1
E01004503,LYTTON GROVE,4
E01004505,BEAUMONT ROAD,2
E01004506,PUTNEY STATION,6
E01004507,EAST PUTNEY STATION,4
E01004508,PLOUGH ROAD,5
E01004510,EAST HILL / ALMA ROAD,5
E01004511,FROGMORE,1
E01004513,MAPLETON ROAD,1
E01004514,WANDSWORTH TOWN HALL,8
E01004517,THRALE ROAD,4
E01004519,NIMROD ROAD,6
E01004522,SOUTHCROFT ROAD / MITCHAM LANE,5
E01004523,TOOTING BEC ATHLETICS TRACK,7
E01004524,TOOTING BEC LIDO,5
E01004525,MITCHAM ROAD / TOOTING BROADWAY STN,10
E01004526,LONGLEY ROAD,4
E01004528,AMEN CORNER,5
E01004529,MITCHAM ROAD / TOOTING STATION,3
E01004532,,2
E01004533,,2
E01004534,BATTERSEA HIGH STREET,2
E01004535,,1
E01004536,CLAPHAM JUNCTION STATION  / FALCON ROAD,3
E01004537,CLAPHAM JUNCTION STATION  / GRANT ROAD,8
E01004538,PETERGATE,3
E01004540,THE LATCHMERE,3
E01004541,FALCON GROVE,2
E01004543,BELLEVUE ROAD / TRINITY ROAD,2
E01004545,BALHAM STATION,8
E01004547,BRODRICK ROAD,3
E01004548,TOOTING BEC STATION,6
E01004549,GLENBURNIE ROAD,4
E01004550,RAMSDEN ROAD,2
E01004551,CLAPHAM JUNCTION STATION,10
E01004552,CLAPHAM JUNCTION / THE NORTHCOTE,5
E01004553,NORTHCOTE ROAD,6
E01004554,FORTHBRIDGE ROAD,1
E01004555,BROOMWOOD ROAD,2
E01004557,SALCOTT ROAD,3
E01004558,DARLEY ROAD,5
E01004559,GRANARD ROAD,3
E01004560,BATTERSEA PARK LIBRARY,3
E01004563,BATTERSEA MEDICAL CENTRE,2
E01004564,SILVERTHORNE ROAD,8
E01004565,PRAIRIE STREET,1
E01004567,ASCALON STREET,2
E01004568,ROEHAMPTON UNIVERSITY / MAIN ENTRANCE,4
E01004569,MEDFIELD STREET,8
E01004570,HYACINTH ROAD,2
E01004571,ROEHAMPTON LANE / DANEBURY AVENUE,5
E01004572,PUTNEY HEATH / GREEN MAN,14
E01004573,ROEHAMPTON VALE / ASDA,11
E01004574,DANEBURY AVENUE / MINSTEAD GARDENS,3
E01004575,QUEEN'S RIDE,10
E01004577,PRINCE OF WALES DRIVE,2
E01004579,THE LATCHMERE,1
E01004580,BULLEN STREET,2
E01004581,SUNBURY LANE,2
E01004582,PETWORTH STREET,4
E01004583,BATTERSEA BRIDGE,7
E01004585,BATTERSEA ARTS CENTRE,4
E01004586,SISTERS AVENUE,2
E01004587,FORTHBRIDGE ROAD,2
E01004588,LAVENDER HILL POLICE STATION,2
E01004590,QUEENSTOWN ROAD / WANDSWORTH ROAD,2
E01004591,TIPTHORPE ROAD,4
E01004592,,2
E01004593,STANDEN ROAD,2
E01004594,REPLINGHAM ROAD,3
E01004595,SOUTHFIELDS ACADEMY,1
E01004597,LAVENHAM ROAD,3
E01004601,MAPLETON ROAD,10
E01004602,DEODAR ROAD,2
E01004605,COMMONDALE,4
E01004606,FESTING ROAD,3
E01004607,PUTNEY METHODIST CHURCH,2
E01004608,PUTNEY PIER,2
E01004609,PUTNEY STATION,9
E01004611,DAFFORNE ROAD,1
E01004612,LYNWOOD ROAD,2
E01004613,BROADWATER ROAD,4
E01004614,FAIRLIGHT ROAD,7
E01004615,WIMBLEDON ROAD,6
E01004616,GARRATT LANE / TOOTING BROADWAY,3
E01004617,TOOTING BROADWAY STATION,14
E01004618,,1
E01004619,WANDSWORTH COMMON STATION,4
E01004621,MARCILLY ROAD,16
E01004622,COUNTY ARMS,2
E01004623,BROCKLEBANK ROAD,2
E01004626,BURNTWOOD LANE,10
E01004628,LINSTEAD WAY,2
E01004629,SOUTHFIELDS STATION,4
E01004630,WINDLESHAM GROVE,4
E01004631,TIBBET'S CORNER,5
E01004632,BATHGATE ROAD,6
E01004633,SOUTHMEAD ROAD,2
E01004634,ALBEMARLE,2
E01004635,SOUTHMEAD PRIMARY SCHOOL,6
E01004636,QUEENSMERE ROAD,1
E01004637,CHURCH ROAD,2
E01004638,,3
E01004639,GIPSY LANE,5
E01004640,PUTNEY LEISURE CENTRE,1
E01004641,ROSSLYN PARK RUGBY FOOTBALL CLUB,2
E01004642,ROEHAMPTON UNIVERSITY / MAIN ENTRANCE,5
E01004643,PUTNEY HILL / GREEN MAN,5
E01004644,DOVER PARK DRIVE,6
E01004645,EXETER HOUSE,1
E01004646,CARLTON HILL,2
E01004647,ST JOHN'S WOOD STATION,3
E01004648,KILBURN PARK ROAD,4
E01004649,QUEEN'S GROVE,3
E01004650,MARLBOROUGH PLACE,3
E01004651,HALL ROAD,2
E01004652,PORCHESTER TERRACE NORTH,3
E01004653,ARTESIAN ROAD,2
E01004654,CHEPSTOW ROAD / WESTBOURNE GROVE,2
E01004656,ROYAL OAK STATION,2
E01004657,MARBLE ARCH STATION,6
E01004658,GEORGE STREET,2
E01004659,MARYLEBONE STATION,2
E01004660,GLOUCESTER PLACE,2
E01004661,EDGWARE ROAD STATION,9
E01004662,MARYLEBONE STATION,6
E01004665,WINCHESTER STREET,1
E01004668,GROSVENOR ROAD,3
E01004669,PIMLICO ACADEMY & LIBRARY,3
E01004670,ROSSMORE ROAD / LISSON GROVE,1
E01004675,CHIPPENHAM ROAD / SHIRLAND ROAD,9
E01004676,ELGIN AVENUE,1
E01004678,SHIRLAND ROAD / FERNHEAD ROAD,2
E01004679,ASHMORE ROAD,5
E01004680,MARBLE ARCH / EDGWARE ROAD,3
E01004681,PADDINGTON STN / EASTBOURNE TERRACE,9
E01004682,PADDINGTON STATION,8
E01004683,VICTORIA GATE,1
E01004684,SUSSEX GARDENS,2
E01004686,GEORGE STREET,1
E01004687,EATON SQUARE,2
E01004690,HYDE PARK CORNER,2
E01004691,HYDE PARK CORNER STATION,12
E01004693,,1
E01004694,LEINSTER TERRACE,2
E01004695,QUEENSWAY STATION,3
E01004696,GLOUCESTER TERRACE,1
E01004698,INVERNESS TERRACE,2
E01004699,WESTBOURNE GROVE / QUEENSWAY,4
E01004701,HALL ROAD,2
E01004702,EDGWARE ROAD STATION,5
E01004703,WARWICK AVENUE STATION,4
E01004705,CLIFTON ROAD / MAIDA VALE,2
E01004708,CHIPPENHAM ROAD,4
E01004709,ELGIN AVENUE / MAIDA VALE STATION,1
E01004710,CARLTON VALE,2
E01004711,CARLTON VALE,2
E01004712,BAKER STREET STATION,3
E01004713,PORTLAND PLACE,1
E01004714,ORCHARD STREET / SELFRIDGES,8
E01004715,GREAT PORTLAND STREET STATION,3
E01004716,HARLEY STREET,4
E01004718,FORDINGLEY ROAD,1
E01004720,FIFTH AVENUE,1
E01004721,SECOND AVENUE,3
E01004723,FERNHEAD ROAD / CARLTON VALE,2
E01004725,LONDON CENTRAL MOSQUE,7
E01004726,SUTHERLAND AVENUE,7
E01004727,BAKER STREET STATION,14
E01004728,ST JOHN'S WOOD ROAD / LORD'S CRICKET GRD,1
E01004729,ST JOHN'S WOOD ROAD,1
E01004730,ZSL LONDON ZOO,7
E01004731,HYDE PARK CORNER,22
E01004732,WESTMINSTER ABBEY,3
E01004733,WESTMINSTER STN  / PARLIAMENT SQUARE,23
E01004734,CHARING CROSS STN  / TRAFALGAR SQUARE,15
E01004735,ALDWYCH / DRURY LANE,20
E01004736,HAYMARKET / CHARLES IL STREET,39
E01004737,PIMLICO STATION,4
E01004740,ROCHESTER ROW,1
E01004741,ST GEORGE'S SQUARE / PIMLICO STATION,2
E01004742,PIMLICO ACADEMY & LIBRARY,2
E01004743,PAGE STREET,2
E01004744,ROCHESTER ROW,1
E01004747,PIMLICO STATION,2
E01004748,WESTMINSTER CATHEDRAL / VICTORIA STN,2
E01004749,WARWICK WAY,5
E01004750,VICTORIA STATION,45
E01004753,WINCHESTER STREET,1
E01004755,SUTHERLAND AVENUE,3
E01004757,WESTBOURNE TERRACE,1
E01004760,GREAT WESTERN ROAD,1
E01004761,GREEN PARK STATION,18
E01004762,MARBLE ARCH STATION,3
E01004763,TOTTENHAM COURT ROAD STATION,6
E01004765,OXFORD CIRCUS STN  / MARGARET STREET,14
E01032512,WESTMINSTER ACADEMY / CIRENCESTER STREET,4
E01032513,WESTBOURNE PARK STATION,3
E01032562,PONTEFRACT ROAD,3
E01032563,BROMLEY COURT HOTEL,1
E01032564,HEADCORN ROAD,3
E01032565,RANGEFIELD ROAD / VALESWOOD ROAD,4
E01032566,UPPER WICKHAM LANE / WICKHAM STREET,5
E01032567,KING'S HIGHWAY,5
E01032568,ELMERS END / TESCO,4
E01032569,ARENA TRAM STOP,11
E01032570,LEBANON GARDENS,6
E01032572,ACTON GREEN,6
E01032573,TURNHAM GREEN CHURCH,9
E01032574,NORTH MIDDLESEX HOSPITAL,16
E01032575,WHITE HART LANE STATION,1
E01032577,THE FAIRWAY,2
E01032579,DEPTFORD BRIDGE,5
E01032580,GREENSIDE,3
E01032581,MAYFIELD ROAD,2
E01032582,WATERLOO STATION   / WATERLOO ROAD,27
E01032583,SOUTHWARK STATION,4
E01032584,ST GEORGE'S CIRCUS,3
E01032623,HAIL & RIDE SOUTH DRIVE,6
E01032639,LARCOM STREET,4
E01032640,TOWER BRIDGE,1
E01032646,DRUID STREET,1
E01032719,NEWINGTON BUTTS,2
E01032739,LIVERPOOL STREET STATION,87
E01032740,FLEET STREET / CITY THAMESLINK,26
E01032741,WESTERN ROAD,7
E01032742,ROMFORD POLICE STATION,3
E01032743,SENTINEL CLOSE,2
E01032744,ADRIENNE AVENUE,6
E01032764,BOW CHURCH,5
E01032765,TREDEGAR ROAD,2
E01032767,ALDGATE EAST STATION,2
E01032769,STEPNEY METHODIST CHURCH,4
E01032771,CANARY WHARF STATION,6
E01032776,BAFFIN WAY,1
E01032777,EAST INDIA STATION,2
E01032780,CHURCHILL PLACE,9
E01032781,BARKANTINE CLINIC / HUTCHINGS STREET,4
E01032782,MARSH WALL / HERON QUAY,3
E01032783,CREWS STREET,4
E01032784,USHER ROAD,1
E01032786,BONNER STREET,2
E01032788,WILLIAM MORRIS WAY / SAINSBURY'S,4
E01032790,BAGLEYS LANE,1
E01033081,GOAT WHARF,3
E01033082,MARKET PLACE,6
E01033083,FAIR STREET,4
E01033084,TREATY CENTRE,17
E01033098,BATTERSEA PARK / CHELSEA GATE,4
E01033099,BADRIC COURT,2
E01033100,BATTERSEA PARK STATION,5
E01033132,BATTERSEA POWER STATION,7
E01033133,LOMBARD ROAD,3
E01033146,MONTAGU ROAD,2
E01033148,ENFIELD ISLAND VILLAGE,1
E01033150,GUNNER DRIVE,4
E01033151,MONTAGU ROAD,4
E01033208,VAUXHALL BUS STATION,9
E01033320,TORRIDON ROAD,4
E01033322,DUNCRIEVIE ROAD,3
E01033324,ELVERSON ROAD,2
E01033325,CRANBROOK ROAD,1
E01033327,LEWISHAM CENTRE,17
E01033341,LONGBRIDGE WAY,2
E01033455,PARK PARADE,2
E01033456,SHAKESPEARE ROAD,7
E01033457,FULTON ROAD,2
E01033463,PRESTON HILL,9
E01033486,LIVERPOOL ROAD,2
E01033488,HOLLOWAY ROAD STATION,5
E01033489,AYLESBURY STREET,4
E01033490,GOSWELL ROAD,8
E01033491,HOLLOWAY ROAD,4
E01033569,KINGS ROAD,7
E01033570,KEW RETAIL PARK,5
E01033571,TAYLOR AVENUE,4
E01033579,MARSHGATE LANE,2
E01033581,PIER ROAD,8
E01033582,BARGEHOUSE ROAD,3
E01033584,MUNDAY ROAD / ROYAL VICTORIA,4
E01033586,WARTON ROAD,1
E01033587,BARKING TESCO,1
E01033589,HAINAULT STREET,5
E01033590,GROVE ROAD,1
E01033591,SOUTH PARK DRIVE,7
E01033593,EDGWARE ROAD,3
E01033594,PADDINGTON STATION,6
E01033598,ORCHARDSON STREET,3
E01033599,WESTMORELAND TERRACE,1
E01033601,ROSSMORE ROAD / LISSON GROVE,3
E01033604,EDGWARE ROAD STATION,3
E01033699,DALSTON KINGSLAND STATION,5
E01033700,DALSTON LANE / DALSTON JUNCTION STN,5
E01033702,LEASIDE ROAD,4
E01033703,CLAPTON POND,2
E01033704,KING EDWARD'S ROAD,3
E01033705,CHATSWORTH ROAD,5
E01033706,SHOREDITCH TOWN HALL,9
E01033708,SHOREDITCH HIGH STREET STATION,20
E01033709,BEVENDEN STREET,4
E01033711,MOORFIELDS EYE HOSPITAL,5
E01033712,MARE STREET / VICTORIA PARK ROAD,7
E01033713,CRICKETFIELD ROAD,2
E01033727,MACMILLAN STUDENTS VILLAGE,3
E01033729,UNIVERSITY OF GREENWICH / SOUTHWOOD SITE,2
E01033732,MILLENNIUM VILLAGE / OVAL SQUARE,4
E01033735,WOOLWICH ARSENAL STATION,10
E01033737,WOOLWICH FERRY,9
E01033738,PENINSULAR PARK ROAD,6
E01033740,BLUEBIRD WAY,7
E01033741,BELMARSH PRISON,14
E01033742,WIGEON PATH,1
E01033743,WATERSMEET PLACE,9
E01033744,CARRONADE PLACE,7
E01033745,GRASSHAVEN WAY,5
E01033746,GREENWICH STATION,3
E01033784,GALLOWS CORNER / TESCO,12
E01033785,HAROLD WOOD STATION,5
E01033786,OLDCHURCH RISE,2
E01033788,QUEEN'S HOSPITAL,8
E01033790,FOREST ROAD / SLADE GREEN STATION,7
E01033791,CRAYFORD TOWN HALL,11
E01033792,BOURNE ROAD,4
E01033862,SALAMANCA STREET,5
E01033865,WHEATSHEAF LANE,4
E01033866,NINE ELMS STATION,2
E01033867,LAVINGTON STREET,5
E01033868,INNER LONDON CROWN COURT,8
E01033869,ST JAMES'S ROAD,2
E01033870,FENDALL STREET,1
E01033871,BERMONDSEY STATION,1
E01033872,ALSCOT ROAD,3
E01033873,ELEPHANT & CASTLE / NEW KENT ROAD,8
E01033874,ELEPHANT & CASTLE STATION,1
E01033875,LARCOM STREET,1
E01033876,LARCOM STREET,3
E01033877,EAST STREET,2
E01033879,ALSACE ROAD,3
E01033880,TRAFALGAR AVENUE,7
E01033881,ALBANY ROAD / WELLS WAY,1
E01033883,CARLTON GROVE,2
E01033884,LONDON BRIDGE STATION,13
E01033885,BOSS STREET,7
E01033911,BITTACY HILL,8
E01033912,FINCHLEY GOLF CLUB,1
E01033913,EDGWARE COMMUNITY HOSPITAL,2
E01033915,ROYAL AIR FORCE MUSEUM,2
E01033916,COLINDALE STATION,1
E01033918,HERITAGE AVENUE,5
E01033922,AJAX AVENUE,5
E01033923,HAIL & RIDE COURT WAY,6
E01033924,COLINDALE AVENUE,7
E01033925,SHEAVESHILL AVENUE,6
E01033926,PONDERS END STATION,14
E01033927,SOUTHGATE STATION,14
E01033928,HAIL & RIDE THE BOURNE,2
E01033929,THE GREENWAY,5
E01033930,KINGSBURY HEALTH AND WELLBEING,2
E01033931,WEMBLEY PARK STATION,6
E01033933,BROOK ROAD,1
E01033934,RANDALL AVENUE,4
E01033936,WEMBLEY CENTRAL STATION,5
E01033937,WINCHELSEA ROAD / HARLESDEN STATION,4
E01033938,CENTRAL MIDDLESEX HOSPITAL,29
E01033939,BODIAM WAY,3
E01033940,FULTON ROAD,2
E01033941,LAKESIDE WAY,2
E01033942,BRENT CIVIC CENTRE,5
E01033943,BURDOCK ROAD / LEE VALLEY TECHNOPARK,7
E01033944,TOTTENHAM HALE BUS STATION,9
E01034026,NORTH ACTON STATION,8
E01034027,WALES FARM ROAD,8
E01034028,SUTHERLAND AVENUE,1
E01034029,ST LEONARD'S ROAD,5
E01034030,EALING BROADWAY STATION,11
E01034032,HALF ACRE,5
E01034033,BRENT LEA,4
E01034034,LINKFIELD ROAD,4
E01034036,SCHOOL ROAD,8
E01034037,HOUNSLOW BUS STATION,3
E01034038,ST MICHAEL & ST MARTIN CHURCH,5
E01034039,WELLINGTON ROAD SOUTH,4
E01034040,THE BELL,3
E01034042,KEW BRIDGE STATION,7
E01034044,KEW BRIDGE STATION,4
E01034045,EALING ROAD,3
E01034046,WATERMANS CENTRE,5
E01034140,BROAD GREEN AVENUE,1
E01034141,SPURGEON'S BRIDGE,1
E01034142,LANSDOWNE ROAD,1
E01034143,WEST CROYDON BUS STATION,15
E01034144,,2
E01034145,RUSKIN ROAD,4
E01034146,COMMERCE WAY,3
E01034148,WHITGIFT CENTRE,4
E01034149,EAST CROYDON STATION,9
E01034150,FAIRFIELD HALLS,16
E01034152,COOMBE ROAD,6
E01034153,HACKBRIDGE CORNER,4
E01034154,CORBET CLOSE,2
E01034155,CROWN ROAD,3
E01034156,SUTTON / GROVE ROAD,5
E01034173,WARSPITE ROAD,8
E01034174,CRANFIELD WALK,10
E01034175,RYAN CLOSE,5
E01034176,,1
E01034177,GERRARD WAY,1
E01034179,GREENWICH TN CTR / CUTTY SARK STN,1
E01034180,CREEK ROAD / NORMAN ROAD,2
E01034182,GREENWICH STATION,5
E01034185,TYLER STREET,8
E01034186,BERESFORD SQ / WOOLWICH ARSENAL STN,1
E01034187,WOOLWICH,7
E01034188,NORTH GREENWICH STATION,20
E01034190,TUNNEL AVENUE,4
E01034192,TRAFALGAR ESTATE,5
E01034198,CHARLTON STATION / WOOLWICH ROAD,11
E01034199,WINDMILL LANE,1
E01034200,STRATFORD CENTRE,4
E01034202,PLAISTOW / PRINCE REGENT LANE,4
E01034203,UPTON PARK / PRIORY ROAD,5
E01034204,DICKENS ROAD,1
E01034205,ALBATROSS CLOSE,13
E01034206,GALLIONS REACH SHOPPING PARK,13
E01034207,GALLIONS REACH STATION,1
E01034208,ROGERS ROAD,2
E01034209,CANNING TOWN BUS STATION,10
E01034211,CHARRINGTON STEPS / CITY HALL,5
E01034212,CUSTOM HOUSE STATION,6
E01034213,VELOPARK,1
E01034215,CHOBHAM ACADEMY,1
E01034216,SIR LUDWIG GUTTMANN HEALTH CENTRE,1
E01034217,STRATFORD INTERNATIONAL STATION,5
E01034218,CHOBHAM ACADEMY,7
E01034219,STRATFORD CITY BUS STATION,11
E01034220,STRATFORD BUS STATION,14
E01034221,STRATFORD HIGH ST STN  / CARPENTERS RD,4
E01034222,LONDON AQUATICS CENTRE,4
E01034223,WARTON ROAD,3
E01034224,NORTH WOOLWICH FERRY,10
E01034225,CONNAUGHT BRIDGE,9
E01034227,MILL ROAD,2
E01034229,KNIGHT'S ROAD,2
E01034230,ROYAL CREST AVENUE,1
E01034383,CRYSTAL PALACE BUS STATION,7
E01034384,THICKET ROAD,3
E01034385,ELMFIELD ROAD / THE MALL,7
E01034386,BROMLEY SOUTH STATION,10
E01034388,DUNNAGE CRESCENT,2
E01034391,SUSSEX MEWS,5
E01034392,THURSTON ROAD / JERRARD STREET,3
E01034393,LEWISHAM STATION,2
E01034394,LEWISHAM STATION,11
E01034470,WINIFRED ROAD,3
E01034471,LODGE AVENUE,3
E01034473,BARKING STATION,9
E01034474,NORTH STREET,8
E01034475,WAVERLEY GARDENS,10
E01034476,SHEARWATER CLOSE,11
E01034477,MINTER ROAD,4
E01034478,NORTHGATE ROAD,5
E01034479,GASCOIGNE ESTATE,4
E01034481,JAFFE ROAD,3
E01034482,ILFORD HILL,1
E01034483,CHAPEL ROAD,2
E01034484,ILFORD STATION,6
E01034485,FOREST ROAD,3
E01034486,BLACKHORSE RD STN   / BLACKHORSE LANE,1
